file,line,type,idioma,testid,tracking,labelKey,labelText,destinationKey,destinationUrl
client/src/components/blog/ArticleCTA.tsx,135,link,es,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,135,link,en,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,135,link,fr,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,135,link,de,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,135,link,pt,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,135,link,ca,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,es,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,en,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,fr,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,de,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,pt,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/blog/ArticleCTA.tsx,153,link,ca,—,${pattern ?? ,—,—,—,(unresolved: —)
client/src/components/BookingCalendar.tsx,413,whatsapp,es,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,413,whatsapp,en,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,413,whatsapp,fr,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,413,whatsapp,de,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,413,whatsapp,pt,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,413,whatsapp,ca,—,booking_success,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,es,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,en,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,fr,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,de,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,pt,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/BookingCalendar.tsx,774,whatsapp,ca,—,booking_form,—,—,"wa.me?text={t(""booking.whatsappConfirmMsg"")}",https://wa.me/34614916910?text=
client/src/components/CookieBanner.tsx,161,link,es,—,—,—,—,legal_cookies,/es/legal/cookies
client/src/components/CookieBanner.tsx,161,link,en,—,—,—,—,legal_cookies,/en/legal/cookies
client/src/components/CookieBanner.tsx,161,link,fr,—,—,—,—,legal_cookies,/fr/legal/cookies
client/src/components/CookieBanner.tsx,161,link,de,—,—,—,—,legal_cookies,/de/legal/cookies
client/src/components/CookieBanner.tsx,161,link,pt,—,—,—,—,legal_cookies,/pt/legal/cookies
client/src/components/CookieBanner.tsx,161,link,ca,—,—,—,—,legal_cookies,/ca/legal/cookies
